,agent,md_learner,md_psy,md_teacher,n_learnt,n_learnt_end_ss,tau,s,b,m,c,x
104,104,Walsh2018,,Leitner,0,0,1.3276322281071904,0.06666666666666667,0.11111111111111112,0.06666666666666667,0.1,0.6
105,105,Walsh2018,,Leitner,4,3,0.5649154819548765,0.07777777777777778,0.0,0.17777777777777778,0.1,0.6
106,106,Walsh2018,,Leitner,8,7,0.5,0.0,0.022222222222222223,0.08888888888888889,0.1,0.6
107,107,Walsh2018,,Leitner,0,0,0.9205287735493741,0.011111111111111112,0.08888888888888889,0.15555555555555556,0.1,0.6
108,108,Walsh2018,,Leitner,0,0,1.040041911525952,0.011111111111111112,0.044444444444444446,0.2,0.1,0.6
109,109,Walsh2018,,Leitner,0,0,0.8147491111094232,0.1,0.15555555555555556,0.044444444444444446,0.1,0.6
110,110,Walsh2018,,Leitner,0,0,0.9205287735493741,0.1,0.15555555555555556,0.2,0.1,0.6
111,111,Walsh2018,,Leitner,0,0,1.040041911525952,0.1,0.17777777777777778,0.022222222222222223,0.1,0.6
112,112,Walsh2018,,Leitner,0,0,1.1750715554059086,0.044444444444444446,0.044444444444444446,0.0,0.1,0.6
113,113,Walsh2018,,Leitner,0,0,0.9205287735493741,0.011111111111111112,0.15555555555555556,0.15555555555555556,0.1,0.6
114,114,Walsh2018,,Leitner,0,0,1.5,0.07777777777777778,0.044444444444444446,0.08888888888888889,0.1,0.6
115,115,Walsh2018,,Leitner,0,0,0.8147491111094232,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.1,0.6
116,116,Walsh2018,,Leitner,0,0,1.1750715554059086,0.08888888888888889,0.11111111111111112,0.11111111111111112,0.1,0.6
117,117,Walsh2018,,Leitner,0,0,0.8147491111094232,0.011111111111111112,0.11111111111111112,0.2,0.1,0.6
118,118,Walsh2018,,Leitner,0,0,0.6382590035046208,0.011111111111111112,0.17777777777777778,0.06666666666666667,0.1,0.6
119,119,Walsh2018,,Leitner,0,0,1.3276322281071904,0.03333333333333333,0.044444444444444446,0.2,0.1,0.6
120,120,Walsh2018,,Leitner,14,13,0.5649154819548765,0.011111111111111112,0.0,0.06666666666666667,0.1,0.6
121,121,Walsh2018,,Leitner,0,0,0.9205287735493741,0.05555555555555556,0.06666666666666667,0.2,0.1,0.6
122,122,Walsh2018,,Leitner,0,0,0.7211247851537042,0.06666666666666667,0.13333333333333333,0.15555555555555556,0.1,0.6
123,123,Walsh2018,,Leitner,15,14,0.6382590035046208,0.1,0.022222222222222223,0.022222222222222223,0.1,0.6
124,124,Walsh2018,,Leitner,0,0,0.9205287735493741,0.05555555555555556,0.06666666666666667,0.13333333333333333,0.1,0.6
125,125,Walsh2018,,Leitner,0,0,0.9205287735493741,0.044444444444444446,0.2,0.06666666666666667,0.1,0.6
126,126,Walsh2018,,Leitner,0,0,1.5,0.0,0.13333333333333333,0.2,0.1,0.6
127,127,Walsh2018,,Leitner,0,0,0.9205287735493741,0.011111111111111112,0.11111111111111112,0.022222222222222223,0.1,0.6
128,128,Walsh2018,,Leitner,0,0,0.7211247851537042,0.03333333333333333,0.15555555555555556,0.044444444444444446,0.1,0.6
129,129,Walsh2018,,Leitner,0,0,1.1750715554059086,0.011111111111111112,0.11111111111111112,0.2,0.1,0.6
130,130,Walsh2018,,Leitner,0,0,1.1750715554059086,0.07777777777777778,0.06666666666666667,0.11111111111111112,0.1,0.6
131,131,Walsh2018,,Leitner,0,0,0.8147491111094232,0.044444444444444446,0.06666666666666667,0.11111111111111112,0.1,0.6
132,132,Walsh2018,,Leitner,0,0,0.6382590035046208,0.011111111111111112,0.08888888888888889,0.15555555555555556,0.1,0.6
133,133,Walsh2018,,Leitner,0,0,1.5,0.07777777777777778,0.2,0.06666666666666667,0.1,0.6
134,134,Walsh2018,,Leitner,0,0,0.6382590035046208,0.07777777777777778,0.08888888888888889,0.044444444444444446,0.1,0.6
135,135,Walsh2018,,Leitner,0,0,1.1750715554059086,0.011111111111111112,0.022222222222222223,0.2,0.1,0.6
136,136,Walsh2018,,Leitner,0,0,1.1750715554059086,0.011111111111111112,0.044444444444444446,0.11111111111111112,0.1,0.6
137,137,Walsh2018,,Leitner,0,0,0.7211247851537042,0.1,0.17777777777777778,0.2,0.1,0.6
138,138,Walsh2018,,Leitner,0,0,1.1750715554059086,0.06666666666666667,0.17777777777777778,0.022222222222222223,0.1,0.6
139,139,Walsh2018,,Leitner,0,0,0.7211247851537042,0.044444444444444446,0.2,0.0,0.1,0.6
140,140,Walsh2018,,Leitner,0,0,0.8147491111094232,0.011111111111111112,0.2,0.11111111111111112,0.1,0.6
141,141,Walsh2018,,Leitner,0,0,1.5,0.05555555555555556,0.13333333333333333,0.17777777777777778,0.1,0.6
142,142,Walsh2018,,Leitner,0,0,0.8147491111094232,0.06666666666666667,0.15555555555555556,0.0,0.1,0.6
143,143,Walsh2018,,Leitner,0,0,1.5,0.05555555555555556,0.0,0.06666666666666667,0.1,0.6
144,144,Walsh2018,,Leitner,0,0,0.5649154819548765,0.044444444444444446,0.17777777777777778,0.2,0.1,0.6
145,145,Walsh2018,,Leitner,0,0,1.1750715554059086,0.07777777777777778,0.0,0.13333333333333333,0.1,0.6
146,146,Walsh2018,,Leitner,0,12,0.5,0.011111111111111112,0.08888888888888889,0.044444444444444446,0.1,0.6
147,147,Walsh2018,,Leitner,0,0,0.7211247851537042,0.044444444444444446,0.2,0.17777777777777778,0.1,0.6
148,148,Walsh2018,,Leitner,0,0,1.3276322281071904,0.07777777777777778,0.17777777777777778,0.17777777777777778,0.1,0.6
149,149,Walsh2018,,Leitner,0,0,1.040041911525952,0.0,0.08888888888888889,0.2,0.1,0.6
150,150,Walsh2018,,Leitner,0,0,0.6382590035046208,0.08888888888888889,0.17777777777777778,0.08888888888888889,0.1,0.6
151,151,Walsh2018,,Leitner,0,0,1.5,0.011111111111111112,0.17777777777777778,0.13333333333333333,0.1,0.6
152,152,Walsh2018,,Leitner,0,0,1.1750715554059086,0.08888888888888889,0.06666666666666667,0.17777777777777778,0.1,0.6
153,153,Walsh2018,,Leitner,0,0,0.7211247851537042,0.0,0.17777777777777778,0.044444444444444446,0.1,0.6
154,154,Walsh2018,,Leitner,0,0,0.5,0.03333333333333333,0.17777777777777778,0.11111111111111112,0.1,0.6
155,155,Walsh2018,,Leitner,0,0,1.1750715554059086,0.03333333333333333,0.15555555555555556,0.17777777777777778,0.1,0.6
156,156,Walsh2018,,Leitner,5,4,0.7211247851537042,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.1,0.6
157,157,Walsh2018,,Leitner,0,0,1.5,0.05555555555555556,0.08888888888888889,0.13333333333333333,0.1,0.6
158,158,Walsh2018,,Leitner,0,3,0.8147491111094232,0.07777777777777778,0.044444444444444446,0.022222222222222223,0.1,0.6
159,159,Walsh2018,,Leitner,0,0,0.8147491111094232,0.08888888888888889,0.17777777777777778,0.17777777777777778,0.1,0.6
160,160,Walsh2018,,Leitner,6,5,0.5649154819548765,0.044444444444444446,0.022222222222222223,0.08888888888888889,0.1,0.6
161,161,Walsh2018,,Leitner,0,0,1.1750715554059086,0.03333333333333333,0.2,0.022222222222222223,0.1,0.6
162,162,Walsh2018,,Leitner,0,0,0.9205287735493741,0.1,0.15555555555555556,0.17777777777777778,0.1,0.6
163,163,Walsh2018,,Leitner,0,0,1.3276322281071904,0.044444444444444446,0.2,0.06666666666666667,0.1,0.6
164,164,Walsh2018,,Leitner,0,0,0.9205287735493741,0.0,0.08888888888888889,0.08888888888888889,0.1,0.6
165,165,Walsh2018,,Leitner,0,2,0.7211247851537042,0.06666666666666667,0.0,0.15555555555555556,0.1,0.6
166,166,Walsh2018,,Leitner,0,0,1.3276322281071904,0.011111111111111112,0.17777777777777778,0.13333333333333333,0.1,0.6
167,167,Walsh2018,,Leitner,0,0,1.040041911525952,0.022222222222222223,0.13333333333333333,0.11111111111111112,0.1,0.6
168,168,Walsh2018,,Leitner,0,0,0.6382590035046208,0.05555555555555556,0.17777777777777778,0.022222222222222223,0.1,0.6
169,169,Walsh2018,,Leitner,0,0,1.5,0.08888888888888889,0.2,0.08888888888888889,0.1,0.6
170,170,Walsh2018,,Leitner,2,1,1.040041911525952,0.011111111111111112,0.0,0.06666666666666667,0.1,0.6
171,171,Walsh2018,,Leitner,0,0,0.5,0.03333333333333333,0.13333333333333333,0.044444444444444446,0.1,0.6
172,172,Walsh2018,,Leitner,0,0,1.3276322281071904,0.0,0.0,0.15555555555555556,0.1,0.6
173,173,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.11111111111111112,0.08888888888888889,0.1,0.6
174,174,Walsh2018,,Leitner,0,0,0.5649154819548765,0.07777777777777778,0.022222222222222223,0.2,0.1,0.6
175,175,Walsh2018,,Leitner,0,0,0.9205287735493741,0.044444444444444446,0.08888888888888889,0.022222222222222223,0.1,0.6
176,176,Walsh2018,,Leitner,0,0,0.7211247851537042,0.0,0.13333333333333333,0.0,0.1,0.6
177,177,Walsh2018,,Leitner,0,0,0.5649154819548765,0.1,0.08888888888888889,0.13333333333333333,0.1,0.6
178,178,Walsh2018,,Leitner,0,0,1.5,0.011111111111111112,0.2,0.11111111111111112,0.1,0.6
179,179,Walsh2018,,Leitner,47,47,1.040041911525952,0.07777777777777778,0.0,0.0,0.1,0.6
180,180,Walsh2018,,Leitner,0,0,0.7211247851537042,0.07777777777777778,0.2,0.044444444444444446,0.1,0.6
181,181,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.06666666666666667,0.15555555555555556,0.1,0.6
182,182,Walsh2018,,Leitner,0,13,0.6382590035046208,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.1,0.6
183,183,Walsh2018,,Leitner,0,0,0.8147491111094232,0.022222222222222223,0.11111111111111112,0.0,0.1,0.6
184,184,Walsh2018,,Leitner,0,0,0.8147491111094232,0.022222222222222223,0.08888888888888889,0.17777777777777778,0.1,0.6
185,185,Walsh2018,,Leitner,0,0,0.6382590035046208,0.022222222222222223,0.08888888888888889,0.044444444444444446,0.1,0.6
186,186,Walsh2018,,Leitner,2,1,0.8147491111094232,0.0,0.0,0.13333333333333333,0.1,0.6
187,187,Walsh2018,,Leitner,0,0,1.5,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.1,0.6
188,188,Walsh2018,,Leitner,0,1,0.9205287735493741,0.08888888888888889,0.0,0.11111111111111112,0.1,0.6
189,189,Walsh2018,,Leitner,0,0,1.3276322281071904,0.08888888888888889,0.022222222222222223,0.0,0.1,0.6
190,190,Walsh2018,,Leitner,0,0,0.5649154819548765,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.1,0.6
191,191,Walsh2018,,Leitner,0,0,0.9205287735493741,0.044444444444444446,0.044444444444444446,0.15555555555555556,0.1,0.6
192,192,Walsh2018,,Leitner,0,0,0.6382590035046208,0.1,0.17777777777777778,0.0,0.1,0.6
193,193,Walsh2018,,Leitner,0,0,1.040041911525952,0.022222222222222223,0.0,0.15555555555555556,0.1,0.6
194,194,Walsh2018,,Leitner,0,0,0.6382590035046208,0.044444444444444446,0.11111111111111112,0.022222222222222223,0.1,0.6
195,195,Walsh2018,,Leitner,0,0,0.7211247851537042,0.1,0.06666666666666667,0.06666666666666667,0.1,0.6
196,196,Walsh2018,,Leitner,0,0,0.5,0.06666666666666667,0.11111111111111112,0.15555555555555556,0.1,0.6
197,197,Walsh2018,,Leitner,0,0,1.3276322281071904,0.06666666666666667,0.08888888888888889,0.08888888888888889,0.1,0.6
198,198,Walsh2018,,Leitner,0,0,0.5,0.1,0.13333333333333333,0.15555555555555556,0.1,0.6
199,199,Walsh2018,,Leitner,0,0,0.8147491111094232,0.05555555555555556,0.11111111111111112,0.15555555555555556,0.1,0.6
200,200,Walsh2018,,Leitner,0,0,1.1750715554059086,0.022222222222222223,0.0,0.17777777777777778,0.1,0.6
201,201,Walsh2018,,Leitner,0,0,0.8147491111094232,0.07777777777777778,0.11111111111111112,0.0,0.1,0.6
202,202,Walsh2018,,Leitner,0,0,1.5,0.022222222222222223,0.0,0.2,0.1,0.6
203,203,Walsh2018,,Leitner,0,0,1.040041911525952,0.06666666666666667,0.06666666666666667,0.022222222222222223,0.1,0.6
204,204,Walsh2018,,Leitner,0,0,0.9205287735493741,0.06666666666666667,0.13333333333333333,0.11111111111111112,0.1,0.6
205,205,Walsh2018,,Leitner,0,0,0.8147491111094232,0.044444444444444446,0.11111111111111112,0.15555555555555556,0.1,0.6
206,206,Walsh2018,,Leitner,0,0,0.9205287735493741,0.08888888888888889,0.022222222222222223,0.2,0.1,0.6
207,207,Walsh2018,,Leitner,0,0,0.9205287735493741,0.03333333333333333,0.08888888888888889,0.044444444444444446,0.1,0.6
208,208,Walsh2018,,Leitner,0,0,1.040041911525952,0.022222222222222223,0.044444444444444446,0.13333333333333333,0.1,0.6
209,209,Walsh2018,,Leitner,0,0,0.5649154819548765,0.08888888888888889,0.17777777777777778,0.2,0.1,0.6
210,210,Walsh2018,,Leitner,0,0,0.9205287735493741,0.1,0.17777777777777778,0.17777777777777778,0.1,0.6
211,211,Walsh2018,,Leitner,0,0,0.8147491111094232,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.1,0.6
212,212,Walsh2018,,Leitner,0,0,1.1750715554059086,0.011111111111111112,0.13333333333333333,0.11111111111111112,0.1,0.6
213,213,Walsh2018,,Leitner,3,2,1.040041911525952,0.08888888888888889,0.0,0.022222222222222223,0.1,0.6
214,214,Walsh2018,,Leitner,0,0,0.7211247851537042,0.07777777777777778,0.06666666666666667,0.2,0.1,0.6
215,215,Walsh2018,,Leitner,0,0,0.5,0.0,0.15555555555555556,0.13333333333333333,0.1,0.6
216,216,Walsh2018,,Leitner,0,0,1.1750715554059086,0.06666666666666667,0.11111111111111112,0.15555555555555556,0.1,0.6
217,217,Walsh2018,,Leitner,5,4,0.8147491111094232,0.07777777777777778,0.0,0.044444444444444446,0.1,0.6
218,218,Walsh2018,,Leitner,0,0,0.8147491111094232,0.07777777777777778,0.15555555555555556,0.17777777777777778,0.1,0.6
219,219,Walsh2018,,Leitner,4,3,0.7211247851537042,0.1,0.0,0.06666666666666667,0.1,0.6
220,220,Walsh2018,,Leitner,0,0,0.6382590035046208,0.08888888888888889,0.13333333333333333,0.2,0.1,0.6
221,221,Walsh2018,,Leitner,0,0,0.5,0.0,0.2,0.15555555555555556,0.1,0.6
222,222,Walsh2018,,Leitner,0,0,1.040041911525952,0.03333333333333333,0.17777777777777778,0.17777777777777778,0.1,0.6
223,223,Walsh2018,,Leitner,0,0,0.5649154819548765,0.05555555555555556,0.15555555555555556,0.044444444444444446,0.1,0.6
224,224,Walsh2018,,Leitner,0,0,1.040041911525952,0.05555555555555556,0.08888888888888889,0.13333333333333333,0.1,0.6
225,225,Walsh2018,,Leitner,11,10,0.8147491111094232,0.1,0.022222222222222223,0.022222222222222223,0.1,0.6
226,226,Walsh2018,,Leitner,0,0,1.5,0.1,0.022222222222222223,0.2,0.1,0.6
