,agent,md_learner,md_psy,md_teacher,n_learnt,n_learnt_end_ss,tau,s,b,m,c,x
2878,2878,Walsh2018,,Leitner,0,0,1.5,0.05555555555555556,0.17777777777777778,0.08888888888888889,0.1,0.6
2879,2879,Walsh2018,,Leitner,0,0,1.3276322281071904,0.011111111111111112,0.11111111111111112,0.17777777777777778,0.1,0.6
2880,2880,Walsh2018,,Leitner,0,0,1.3276322281071904,0.0,0.044444444444444446,0.11111111111111112,0.1,0.6
2881,2881,Walsh2018,,Leitner,0,1,1.1750715554059086,0.044444444444444446,0.0,0.06666666666666667,0.1,0.6
2882,2882,Walsh2018,,Leitner,0,0,0.8147491111094232,0.044444444444444446,0.2,0.022222222222222223,0.1,0.6
2883,2883,Walsh2018,,Leitner,0,0,1.3276322281071904,0.022222222222222223,0.17777777777777778,0.17777777777777778,0.1,0.6
2884,2884,Walsh2018,,Leitner,0,0,0.9205287735493741,0.011111111111111112,0.0,0.17777777777777778,0.1,0.6
2885,2885,Walsh2018,,Leitner,14,13,0.7211247851537042,0.05555555555555556,0.0,0.044444444444444446,0.1,0.6
2886,2886,Walsh2018,,Leitner,0,0,0.8147491111094232,0.044444444444444446,0.15555555555555556,0.08888888888888889,0.1,0.6
2887,2887,Walsh2018,,Leitner,56,56,0.6382590035046208,0.1,0.022222222222222223,0.0,0.1,0.6
2888,2888,Walsh2018,,Leitner,0,0,0.8147491111094232,0.05555555555555556,0.15555555555555556,0.08888888888888889,0.1,0.6
2889,2889,Walsh2018,,Leitner,0,0,1.040041911525952,0.011111111111111112,0.17777777777777778,0.17777777777777778,0.1,0.6
2890,2890,Walsh2018,,Leitner,0,0,1.5,0.05555555555555556,0.0,0.15555555555555556,0.1,0.6
2891,2891,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.08888888888888889,0.0,0.1,0.6
2892,2892,Walsh2018,,Leitner,0,0,1.5,0.022222222222222223,0.13333333333333333,0.11111111111111112,0.1,0.6
2893,2893,Walsh2018,,Leitner,0,0,1.3276322281071904,0.011111111111111112,0.15555555555555556,0.2,0.1,0.6
2894,2894,Walsh2018,,Leitner,0,0,1.040041911525952,0.022222222222222223,0.13333333333333333,0.022222222222222223,0.1,0.6
2895,2895,Walsh2018,,Leitner,2,1,1.040041911525952,0.0,0.0,0.08888888888888889,0.1,0.6
2896,2896,Walsh2018,,Leitner,0,0,1.3276322281071904,0.022222222222222223,0.2,0.2,0.1,0.6
2897,2897,Walsh2018,,Leitner,0,0,1.5,0.1,0.13333333333333333,0.17777777777777778,0.1,0.6
2898,2898,Walsh2018,,Leitner,59,58,0.5,0.044444444444444446,0.044444444444444446,0.0,0.1,0.6
2899,2899,Walsh2018,,Leitner,0,0,0.7211247851537042,0.06666666666666667,0.2,0.044444444444444446,0.1,0.6
2900,2900,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.2,0.08888888888888889,0.1,0.6
2901,2901,Walsh2018,,Leitner,0,2,0.7211247851537042,0.03333333333333333,0.022222222222222223,0.13333333333333333,0.1,0.6
2902,2902,Walsh2018,,Leitner,0,0,1.040041911525952,0.06666666666666667,0.044444444444444446,0.11111111111111112,0.1,0.6
2903,2903,Walsh2018,,Leitner,0,0,1.3276322281071904,0.1,0.15555555555555556,0.022222222222222223,0.1,0.6
2904,2904,Walsh2018,,Leitner,0,0,0.7211247851537042,0.1,0.11111111111111112,0.17777777777777778,0.1,0.6
2905,2905,Walsh2018,,Leitner,0,0,1.5,0.06666666666666667,0.15555555555555556,0.044444444444444446,0.1,0.6
2906,2906,Walsh2018,,Leitner,0,0,0.8147491111094232,0.06666666666666667,0.022222222222222223,0.2,0.1,0.6
2907,2907,Walsh2018,,Leitner,0,0,1.040041911525952,0.011111111111111112,0.11111111111111112,0.17777777777777778,0.1,0.6
2908,2908,Walsh2018,,Leitner,0,0,1.1750715554059086,0.03333333333333333,0.2,0.06666666666666667,0.1,0.6
2909,2909,Walsh2018,,Leitner,0,3,0.5649154819548765,0.06666666666666667,0.044444444444444446,0.11111111111111112,0.1,0.6
2910,2910,Walsh2018,,Leitner,0,0,1.5,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.1,0.6
2911,2911,Walsh2018,,Leitner,4,3,0.6382590035046208,0.07777777777777778,0.0,0.11111111111111112,0.1,0.6
2912,2912,Walsh2018,,Leitner,0,0,0.5649154819548765,0.044444444444444446,0.17777777777777778,0.08888888888888889,0.1,0.6
2913,2913,Walsh2018,,Leitner,0,0,1.5,0.08888888888888889,0.17777777777777778,0.08888888888888889,0.1,0.6
2914,2914,Walsh2018,,Leitner,0,0,0.9205287735493741,0.011111111111111112,0.15555555555555556,0.044444444444444446,0.1,0.6
2915,2915,Walsh2018,,Leitner,0,0,1.1750715554059086,0.03333333333333333,0.08888888888888889,0.2,0.1,0.6
2916,2916,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.08888888888888889,0.15555555555555556,0.1,0.6
2917,2917,Walsh2018,,Leitner,0,0,1.040041911525952,0.022222222222222223,0.044444444444444446,0.06666666666666667,0.1,0.6
2918,2918,Walsh2018,,Leitner,0,0,1.5,0.07777777777777778,0.022222222222222223,0.15555555555555556,0.1,0.6
2919,2919,Walsh2018,,Leitner,0,4,0.5649154819548765,0.08888888888888889,0.044444444444444446,0.06666666666666667,0.1,0.6
2920,2920,Walsh2018,,Leitner,0,8,0.5,0.1,0.06666666666666667,0.0,0.1,0.6
2921,2921,Walsh2018,,Leitner,0,0,0.6382590035046208,0.011111111111111112,0.11111111111111112,0.15555555555555556,0.1,0.6
2922,2922,Walsh2018,,Leitner,0,3,0.7211247851537042,0.05555555555555556,0.022222222222222223,0.11111111111111112,0.1,0.6
2923,2923,Walsh2018,,Leitner,0,0,1.3276322281071904,0.08888888888888889,0.2,0.044444444444444446,0.1,0.6
2924,2924,Walsh2018,,Leitner,0,0,0.7211247851537042,0.07777777777777778,0.11111111111111112,0.06666666666666667,0.1,0.6
2925,2925,Walsh2018,,Leitner,5,4,0.5,0.0,0.022222222222222223,0.15555555555555556,0.1,0.6
2926,2926,Walsh2018,,Leitner,0,1,0.5649154819548765,0.022222222222222223,0.044444444444444446,0.17777777777777778,0.1,0.6
2927,2927,Walsh2018,,Leitner,0,0,0.5649154819548765,0.1,0.2,0.06666666666666667,0.1,0.6
2928,2928,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.15555555555555556,0.17777777777777778,0.1,0.6
2929,2929,Walsh2018,,Leitner,0,0,1.1750715554059086,0.1,0.13333333333333333,0.022222222222222223,0.1,0.6
2930,2930,Walsh2018,,Leitner,3,2,0.7211247851537042,0.0,0.0,0.15555555555555556,0.1,0.6
2931,2931,Walsh2018,,Leitner,0,3,0.5,0.022222222222222223,0.044444444444444446,0.15555555555555556,0.1,0.6
2932,2932,Walsh2018,,Leitner,0,7,0.5649154819548765,0.07777777777777778,0.06666666666666667,0.0,0.1,0.6
2933,2933,Walsh2018,,Leitner,0,0,1.3276322281071904,0.1,0.13333333333333333,0.13333333333333333,0.1,0.6
2934,2934,Walsh2018,,Leitner,0,0,1.1750715554059086,0.08888888888888889,0.044444444444444446,0.0,0.1,0.6
2935,2935,Walsh2018,,Leitner,0,0,1.040041911525952,0.03333333333333333,0.08888888888888889,0.11111111111111112,0.1,0.6
2936,2936,Walsh2018,,Leitner,0,0,1.3276322281071904,0.06666666666666667,0.11111111111111112,0.0,0.1,0.6
2937,2937,Walsh2018,,Leitner,0,0,1.040041911525952,0.06666666666666667,0.11111111111111112,0.13333333333333333,0.1,0.6
2938,2938,Walsh2018,,Leitner,0,0,0.5,0.03333333333333333,0.15555555555555556,0.15555555555555556,0.1,0.6
2939,2939,Walsh2018,,Leitner,0,0,1.3276322281071904,0.06666666666666667,0.2,0.022222222222222223,0.1,0.6
2940,2940,Walsh2018,,Leitner,0,0,0.9205287735493741,0.07777777777777778,0.15555555555555556,0.044444444444444446,0.1,0.6
2941,2941,Walsh2018,,Leitner,0,0,1.5,0.0,0.13333333333333333,0.044444444444444446,0.1,0.6
2942,2942,Walsh2018,,Leitner,0,0,0.7211247851537042,0.044444444444444446,0.06666666666666667,0.06666666666666667,0.1,0.6
2943,2943,Walsh2018,,Leitner,0,0,0.5,0.06666666666666667,0.2,0.13333333333333333,0.1,0.6
2944,2944,Walsh2018,,Leitner,0,0,1.1750715554059086,0.011111111111111112,0.06666666666666667,0.15555555555555556,0.1,0.6
2945,2945,Walsh2018,,Leitner,0,0,1.3276322281071904,0.0,0.0,0.11111111111111112,0.1,0.6
2946,2946,Walsh2018,,Leitner,0,0,0.9205287735493741,0.07777777777777778,0.13333333333333333,0.044444444444444446,0.1,0.6
2947,2947,Walsh2018,,Leitner,0,0,1.1750715554059086,0.05555555555555556,0.11111111111111112,0.11111111111111112,0.1,0.6
2948,2948,Walsh2018,,Leitner,0,0,0.6382590035046208,0.1,0.044444444444444446,0.11111111111111112,0.1,0.6
2949,2949,Walsh2018,,Leitner,0,3,0.6382590035046208,0.011111111111111112,0.06666666666666667,0.08888888888888889,0.1,0.6
2950,2950,Walsh2018,,Leitner,0,0,0.5,0.011111111111111112,0.11111111111111112,0.13333333333333333,0.1,0.6
2951,2951,Walsh2018,,Leitner,0,0,1.5,0.0,0.2,0.0,0.1,0.6
2952,2952,Walsh2018,,Leitner,0,0,1.1750715554059086,0.05555555555555556,0.08888888888888889,0.17777777777777778,0.1,0.6
2953,2953,Walsh2018,,Leitner,0,0,1.040041911525952,0.022222222222222223,0.2,0.17777777777777778,0.1,0.6
2954,2954,Walsh2018,,Leitner,0,0,1.1750715554059086,0.1,0.044444444444444446,0.0,0.1,0.6
2955,2955,Walsh2018,,Leitner,0,13,0.5,0.08888888888888889,0.06666666666666667,0.0,0.1,0.6
2956,2956,Walsh2018,,Leitner,0,0,1.3276322281071904,0.05555555555555556,0.0,0.2,0.1,0.6
2957,2957,Walsh2018,,Leitner,0,0,1.5,0.1,0.06666666666666667,0.15555555555555556,0.1,0.6
2958,2958,Walsh2018,,Leitner,0,0,0.8147491111094232,0.1,0.08888888888888889,0.0,0.1,0.6
2959,2959,Walsh2018,,Leitner,0,0,1.3276322281071904,0.011111111111111112,0.13333333333333333,0.13333333333333333,0.1,0.6
2960,2960,Walsh2018,,Leitner,0,0,0.9205287735493741,0.1,0.022222222222222223,0.11111111111111112,0.1,0.6
2961,2961,Walsh2018,,Leitner,0,0,1.3276322281071904,0.044444444444444446,0.15555555555555556,0.15555555555555556,0.1,0.6
2962,2962,Walsh2018,,Leitner,0,0,0.7211247851537042,0.08888888888888889,0.08888888888888889,0.0,0.1,0.6
2963,2963,Walsh2018,,Leitner,0,0,0.5649154819548765,0.1,0.08888888888888889,0.022222222222222223,0.1,0.6
2964,2964,Walsh2018,,Leitner,0,0,0.7211247851537042,0.06666666666666667,0.2,0.06666666666666667,0.1,0.6
2965,2965,Walsh2018,,Leitner,0,0,1.3276322281071904,0.011111111111111112,0.2,0.11111111111111112,0.1,0.6
2966,2966,Walsh2018,,Leitner,0,0,0.8147491111094232,0.011111111111111112,0.15555555555555556,0.11111111111111112,0.1,0.6
2967,2967,Walsh2018,,Leitner,0,0,1.040041911525952,0.0,0.15555555555555556,0.17777777777777778,0.1,0.6
2968,2968,Walsh2018,,Leitner,0,5,0.5,0.044444444444444446,0.06666666666666667,0.08888888888888889,0.1,0.6
2969,2969,Walsh2018,,Leitner,0,0,1.3276322281071904,0.07777777777777778,0.13333333333333333,0.06666666666666667,0.1,0.6
2970,2970,Walsh2018,,Leitner,0,0,1.3276322281071904,0.044444444444444446,0.13333333333333333,0.2,0.1,0.6
2971,2971,Walsh2018,,Leitner,0,0,0.7211247851537042,0.1,0.17777777777777778,0.17777777777777778,0.1,0.6
2972,2972,Walsh2018,,Leitner,0,0,1.1750715554059086,0.044444444444444446,0.17777777777777778,0.15555555555555556,0.1,0.6
2973,2973,Walsh2018,,Leitner,0,0,0.9205287735493741,0.022222222222222223,0.17777777777777778,0.13333333333333333,0.1,0.6
2974,2974,Walsh2018,,Leitner,0,0,1.3276322281071904,0.03333333333333333,0.022222222222222223,0.06666666666666667,0.1,0.6
2975,2975,Walsh2018,,Leitner,15,14,0.5,0.03333333333333333,0.06666666666666667,0.022222222222222223,0.1,0.6
2976,2976,Walsh2018,,Leitner,0,0,1.040041911525952,0.044444444444444446,0.06666666666666667,0.08888888888888889,0.1,0.6
2977,2977,Walsh2018,,Leitner,0,0,0.6382590035046208,0.06666666666666667,0.13333333333333333,0.022222222222222223,0.1,0.6
2978,2978,Walsh2018,,Leitner,0,0,0.6382590035046208,0.044444444444444446,0.06666666666666667,0.13333333333333333,0.1,0.6
2979,2979,Walsh2018,,Leitner,0,0,0.5,0.06666666666666667,0.13333333333333333,0.15555555555555556,0.1,0.6
2980,2980,Walsh2018,,Leitner,0,0,1.1750715554059086,0.05555555555555556,0.13333333333333333,0.0,0.1,0.6
2981,2981,Walsh2018,,Leitner,0,0,1.1750715554059086,0.022222222222222223,0.11111111111111112,0.0,0.1,0.6
2982,2982,Walsh2018,,Leitner,0,1,1.040041911525952,0.06666666666666667,0.022222222222222223,0.044444444444444446,0.1,0.6
2983,2983,Walsh2018,,Leitner,15,14,0.5,0.044444444444444446,0.0,0.06666666666666667,0.1,0.6
2984,2984,Walsh2018,,Leitner,0,0,0.7211247851537042,0.07777777777777778,0.08888888888888889,0.0,0.1,0.6
2985,2985,Walsh2018,,Leitner,0,0,1.040041911525952,0.08888888888888889,0.022222222222222223,0.15555555555555556,0.1,0.6
2986,2986,Walsh2018,,Leitner,5,4,0.5,0.044444444444444446,0.0,0.13333333333333333,0.1,0.6
2987,2987,Walsh2018,,Leitner,0,0,1.040041911525952,0.044444444444444446,0.022222222222222223,0.13333333333333333,0.1,0.6
2988,2988,Walsh2018,,Leitner,0,0,1.1750715554059086,0.1,0.13333333333333333,0.0,0.1,0.6
2989,2989,Walsh2018,,Leitner,0,0,0.5,0.08888888888888889,0.15555555555555556,0.08888888888888889,0.1,0.6
2990,2990,Walsh2018,,Leitner,0,0,1.040041911525952,0.0,0.13333333333333333,0.15555555555555556,0.1,0.6
2991,2991,Walsh2018,,Leitner,0,0,1.5,0.044444444444444446,0.0,0.044444444444444446,0.1,0.6
2992,2992,Walsh2018,,Leitner,0,0,1.1750715554059086,0.0,0.044444444444444446,0.11111111111111112,0.1,0.6
2993,2993,Walsh2018,,Leitner,0,0,0.6382590035046208,0.0,0.13333333333333333,0.06666666666666667,0.1,0.6
2994,2994,Walsh2018,,Leitner,0,0,0.8147491111094232,0.06666666666666667,0.0,0.2,0.1,0.6
2995,2995,Walsh2018,,Leitner,0,0,0.8147491111094232,0.03333333333333333,0.17777777777777778,0.2,0.1,0.6
2996,2996,Walsh2018,,Leitner,0,0,0.8147491111094232,0.1,0.15555555555555556,0.08888888888888889,0.1,0.6
2997,2997,Walsh2018,,Leitner,4,3,0.5649154819548765,0.05555555555555556,0.0,0.17777777777777778,0.1,0.6
2998,2998,Walsh2018,,Leitner,0,0,0.5649154819548765,0.044444444444444446,0.2,0.2,0.1,0.6
2999,2999,Walsh2018,,Leitner,0,0,1.1750715554059086,0.022222222222222223,0.2,0.08888888888888889,0.1,0.6
3000,3000,Walsh2018,,Leitner,0,0,1.040041911525952,0.011111111111111112,0.2,0.08888888888888889,0.1,0.6
3001,3001,Walsh2018,,Leitner,11,10,0.9205287735493741,0.07777777777777778,0.0,0.022222222222222223,0.1,0.6
3002,3002,Walsh2018,,Leitner,0,0,0.5649154819548765,0.05555555555555556,0.2,0.11111111111111112,0.1,0.6
3003,3003,Walsh2018,,Leitner,0,0,0.5,0.044444444444444446,0.11111111111111112,0.2,0.1,0.6
3004,3004,Walsh2018,,Leitner,4,3,0.5,0.06666666666666667,0.022222222222222223,0.13333333333333333,0.1,0.6
3005,3005,Walsh2018,,Leitner,0,0,0.6382590035046208,0.1,0.2,0.08888888888888889,0.1,0.6
3006,3006,Walsh2018,,Leitner,0,0,1.040041911525952,0.011111111111111112,0.08888888888888889,0.13333333333333333,0.1,0.6
3007,3007,Walsh2018,,Leitner,0,0,1.5,0.05555555555555556,0.15555555555555556,0.17777777777777778,0.1,0.6
3008,3008,Walsh2018,,Leitner,0,3,0.6382590035046208,0.06666666666666667,0.044444444444444446,0.08888888888888889,0.1,0.6
3009,3009,Walsh2018,,Leitner,0,0,1.040041911525952,0.0,0.11111111111111112,0.11111111111111112,0.1,0.6
3010,3010,Walsh2018,,Leitner,0,0,1.3276322281071904,0.07777777777777778,0.11111111111111112,0.17777777777777778,0.1,0.6
3011,3011,Walsh2018,,Leitner,0,0,0.5,0.011111111111111112,0.17777777777777778,0.2,0.1,0.6
3012,3012,Walsh2018,,Leitner,0,0,0.5,0.07777777777777778,0.15555555555555556,0.17777777777777778,0.1,0.6
3013,3013,Walsh2018,,Leitner,0,0,0.9205287735493741,0.07777777777777778,0.06666666666666667,0.044444444444444446,0.1,0.6
3014,3014,Walsh2018,,Leitner,0,0,1.5,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.1,0.6
3015,3015,Walsh2018,,Leitner,0,0,0.7211247851537042,0.011111111111111112,0.17777777777777778,0.0,0.1,0.6
3016,3016,Walsh2018,,Leitner,0,0,1.3276322281071904,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.1,0.6
3017,3017,Walsh2018,,Leitner,0,0,1.3276322281071904,0.05555555555555556,0.08888888888888889,0.17777777777777778,0.1,0.6
3018,3018,Walsh2018,,Leitner,15,14,0.5,0.011111111111111112,0.06666666666666667,0.022222222222222223,0.1,0.6
3019,3019,Walsh2018,,Leitner,0,0,0.5,0.03333333333333333,0.08888888888888889,0.13333333333333333,0.1,0.6
3020,3020,Walsh2018,,Leitner,0,5,0.5,0.03333333333333333,0.08888888888888889,0.044444444444444446,0.1,0.6
3021,3021,Walsh2018,,Leitner,0,1,0.9205287735493741,0.044444444444444446,0.022222222222222223,0.08888888888888889,0.1,0.6
3022,3022,Walsh2018,,Leitner,0,0,0.6382590035046208,0.011111111111111112,0.08888888888888889,0.11111111111111112,0.1,0.6
3023,3023,Walsh2018,,Leitner,59,58,0.5,0.05555555555555556,0.022222222222222223,0.0,0.1,0.6
3024,3024,Walsh2018,,Leitner,0,0,0.5,0.06666666666666667,0.13333333333333333,0.08888888888888889,0.1,0.6
3025,3025,Walsh2018,,Leitner,0,0,1.1750715554059086,0.1,0.11111111111111112,0.15555555555555556,0.1,0.6
3026,3026,Walsh2018,,Leitner,4,3,0.5649154819548765,0.044444444444444446,0.0,0.13333333333333333,0.1,0.6
3027,3027,Walsh2018,,Leitner,0,0,0.5,0.011111111111111112,0.13333333333333333,0.13333333333333333,0.1,0.6
3028,3028,Walsh2018,,Leitner,0,0,0.7211247851537042,0.08888888888888889,0.11111111111111112,0.044444444444444446,0.1,0.6
3029,3029,Walsh2018,,Leitner,0,0,0.8147491111094232,0.044444444444444446,0.022222222222222223,0.15555555555555556,0.1,0.6
3030,3030,Walsh2018,,Leitner,0,0,0.5,0.07777777777777778,0.17777777777777778,0.0,0.1,0.6
3031,3031,Walsh2018,,Leitner,0,0,0.9205287735493741,0.011111111111111112,0.15555555555555556,0.17777777777777778,0.1,0.6
3032,3032,Walsh2018,,Leitner,0,0,0.8147491111094232,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.1,0.6
3033,3033,Walsh2018,,Leitner,0,0,1.3276322281071904,0.044444444444444446,0.0,0.17777777777777778,0.1,0.6
3034,3034,Walsh2018,,Leitner,0,0,1.5,0.06666666666666667,0.08888888888888889,0.15555555555555556,0.1,0.6
3035,3035,Walsh2018,,Leitner,0,0,0.9205287735493741,0.022222222222222223,0.06666666666666667,0.11111111111111112,0.1,0.6
3036,3036,Walsh2018,,Leitner,3,2,0.8147491111094232,0.05555555555555556,0.0,0.11111111111111112,0.1,0.6
3037,3037,Walsh2018,,Leitner,0,0,1.3276322281071904,0.044444444444444446,0.15555555555555556,0.13333333333333333,0.1,0.6
3038,3038,Walsh2018,,Leitner,0,0,1.1750715554059086,0.05555555555555556,0.2,0.13333333333333333,0.1,0.6
3039,3039,Walsh2018,,Leitner,0,0,0.6382590035046208,0.0,0.06666666666666667,0.2,0.1,0.6
3040,3040,Walsh2018,,Leitner,0,0,1.1750715554059086,0.1,0.2,0.13333333333333333,0.1,0.6
3041,3041,Walsh2018,,Leitner,0,0,0.8147491111094232,0.08888888888888889,0.13333333333333333,0.0,0.1,0.6
3042,3042,Walsh2018,,Leitner,0,0,0.6382590035046208,0.03333333333333333,0.13333333333333333,0.11111111111111112,0.1,0.6
3043,3043,Walsh2018,,Leitner,0,0,1.5,0.07777777777777778,0.2,0.044444444444444446,0.1,0.6
3044,3044,Walsh2018,,Leitner,0,0,0.5649154819548765,0.05555555555555556,0.13333333333333333,0.022222222222222223,0.1,0.6
3045,3045,Walsh2018,,Leitner,0,0,1.040041911525952,0.05555555555555556,0.044444444444444446,0.0,0.1,0.6
3046,3046,Walsh2018,,Leitner,0,3,0.8147491111094232,0.1,0.022222222222222223,0.06666666666666667,0.1,0.6
3047,3047,Walsh2018,,Leitner,0,0,1.5,0.044444444444444446,0.2,0.08888888888888889,0.1,0.6
3048,3048,Walsh2018,,Leitner,0,0,1.5,0.011111111111111112,0.08888888888888889,0.022222222222222223,0.1,0.6
3049,3049,Walsh2018,,Leitner,0,0,1.040041911525952,0.011111111111111112,0.17777777777777778,0.15555555555555556,0.1,0.6
3050,3050,Walsh2018,,Leitner,0,0,1.040041911525952,0.06666666666666667,0.11111111111111112,0.15555555555555556,0.1,0.6
3051,3051,Walsh2018,,Leitner,15,14,0.5649154819548765,0.07777777777777778,0.0,0.044444444444444446,0.1,0.6
3052,3052,Walsh2018,,Leitner,0,0,0.7211247851537042,0.08888888888888889,0.13333333333333333,0.08888888888888889,0.1,0.6
3053,3053,Walsh2018,,Leitner,0,0,1.040041911525952,0.011111111111111112,0.044444444444444446,0.0,0.1,0.6
3054,3054,Walsh2018,,Leitner,0,0,0.5,0.07777777777777778,0.08888888888888889,0.2,0.1,0.6
3055,3055,Walsh2018,,Leitner,0,0,1.040041911525952,0.03333333333333333,0.06666666666666667,0.15555555555555556,0.1,0.6
3056,3056,Walsh2018,,Leitner,0,0,0.9205287735493741,0.022222222222222223,0.17777777777777778,0.11111111111111112,0.1,0.6
3057,3057,Walsh2018,,Leitner,0,0,0.7211247851537042,0.011111111111111112,0.17777777777777778,0.2,0.1,0.6
3058,3058,Walsh2018,,Leitner,0,0,0.8147491111094232,0.06666666666666667,0.044444444444444446,0.17777777777777778,0.1,0.6
3059,3059,Walsh2018,,Leitner,0,0,0.8147491111094232,0.08888888888888889,0.15555555555555556,0.17777777777777778,0.1,0.6
3060,3060,Walsh2018,,Leitner,0,0,1.3276322281071904,0.011111111111111112,0.044444444444444446,0.11111111111111112,0.1,0.6
3061,3061,Walsh2018,,Leitner,0,0,1.3276322281071904,0.07777777777777778,0.06666666666666667,0.0,0.1,0.6
3062,3062,Walsh2018,,Leitner,0,0,1.5,0.011111111111111112,0.11111111111111112,0.2,0.1,0.6
3063,3063,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.022222222222222223,0.15555555555555556,0.1,0.6
3064,3064,Walsh2018,,Leitner,0,0,1.040041911525952,0.07777777777777778,0.022222222222222223,0.17777777777777778,0.1,0.6
3065,3065,Walsh2018,,Leitner,0,0,0.5649154819548765,0.05555555555555556,0.11111111111111112,0.15555555555555556,0.1,0.6
3066,3066,Walsh2018,,Leitner,0,0,1.1750715554059086,0.03333333333333333,0.2,0.044444444444444446,0.1,0.6
3067,3067,Walsh2018,,Leitner,0,0,0.6382590035046208,0.011111111111111112,0.11111111111111112,0.13333333333333333,0.1,0.6
3068,3068,Walsh2018,,Leitner,0,0,1.040041911525952,0.1,0.08888888888888889,0.17777777777777778,0.1,0.6
3069,3069,Walsh2018,,Leitner,0,0,1.1750715554059086,0.08888888888888889,0.13333333333333333,0.0,0.1,0.6
3070,3070,Walsh2018,,Leitner,0,0,0.9205287735493741,0.06666666666666667,0.15555555555555556,0.17777777777777778,0.1,0.6
3071,3071,Walsh2018,,Leitner,0,0,0.8147491111094232,0.08888888888888889,0.06666666666666667,0.08888888888888889,0.1,0.6
3072,3072,Walsh2018,,Leitner,5,4,0.8147491111094232,0.0,0.0,0.06666666666666667,0.1,0.6
3073,3073,Walsh2018,,Leitner,0,0,0.8147491111094232,0.07777777777777778,0.08888888888888889,0.06666666666666667,0.1,0.6
3074,3074,Walsh2018,,Leitner,0,1,1.040041911525952,0.0,0.0,0.13333333333333333,0.1,0.6
3075,3075,Walsh2018,,Leitner,0,0,1.3276322281071904,0.011111111111111112,0.044444444444444446,0.022222222222222223,0.1,0.6
3076,3076,Walsh2018,,Leitner,0,0,1.3276322281071904,0.022222222222222223,0.13333333333333333,0.044444444444444446,0.1,0.6
3077,3077,Walsh2018,,Leitner,0,3,0.5,0.03333333333333333,0.044444444444444446,0.17777777777777778,0.1,0.6
3078,3078,Walsh2018,,Leitner,0,0,0.8147491111094232,0.03333333333333333,0.044444444444444446,0.2,0.1,0.6
3079,3079,Walsh2018,,Leitner,0,0,0.5649154819548765,0.06666666666666667,0.15555555555555556,0.08888888888888889,0.1,0.6
3080,3080,Walsh2018,,Leitner,0,0,0.7211247851537042,0.03333333333333333,0.06666666666666667,0.11111111111111112,0.1,0.6
3081,3081,Walsh2018,,Leitner,0,0,0.7211247851537042,0.07777777777777778,0.08888888888888889,0.06666666666666667,0.1,0.6
3082,3082,Walsh2018,,Leitner,0,0,1.040041911525952,0.03333333333333333,0.2,0.13333333333333333,0.1,0.6
3083,3083,Walsh2018,,Leitner,0,5,0.5,0.05555555555555556,0.06666666666666667,0.08888888888888889,0.1,0.6
3084,3084,Walsh2018,,Leitner,15,14,0.7211247851537042,0.05555555555555556,0.022222222222222223,0.022222222222222223,0.1,0.6
3085,3085,Walsh2018,,Leitner,0,0,0.7211247851537042,0.011111111111111112,0.06666666666666667,0.06666666666666667,0.1,0.6
3086,3086,Walsh2018,,Leitner,5,4,0.7211247851537042,0.011111111111111112,0.044444444444444446,0.044444444444444446,0.1,0.6
3087,3087,Walsh2018,,Leitner,0,0,1.1750715554059086,0.03333333333333333,0.17777777777777778,0.15555555555555556,0.1,0.6
3088,3088,Walsh2018,,Leitner,0,0,1.1750715554059086,0.022222222222222223,0.044444444444444446,0.08888888888888889,0.1,0.6
3089,3089,Walsh2018,,Leitner,0,0,0.9205287735493741,0.08888888888888889,0.06666666666666667,0.17777777777777778,0.1,0.6
3090,3090,Walsh2018,,Leitner,0,0,0.9205287735493741,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.1,0.6
3091,3091,Walsh2018,,Leitner,0,0,0.6382590035046208,0.06666666666666667,0.08888888888888889,0.2,0.1,0.6
3092,3092,Walsh2018,,Leitner,0,0,0.9205287735493741,0.08888888888888889,0.06666666666666667,0.0,0.1,0.6
3093,3093,Walsh2018,,Leitner,13,12,0.5649154819548765,0.011111111111111112,0.022222222222222223,0.06666666666666667,0.1,0.6
3094,3094,Walsh2018,,Leitner,0,0,1.3276322281071904,0.0,0.044444444444444446,0.2,0.1,0.6
3095,3095,Walsh2018,,Leitner,0,0,0.9205287735493741,0.0,0.15555555555555556,0.06666666666666667,0.1,0.6
3096,3096,Walsh2018,,Leitner,0,0,1.5,0.05555555555555556,0.022222222222222223,0.11111111111111112,0.1,0.6
3097,3097,Walsh2018,,Leitner,22,21,0.5,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.1,0.6
3098,3098,Walsh2018,,Leitner,0,0,1.1750715554059086,0.044444444444444446,0.17777777777777778,0.2,0.1,0.6
