,alpha,beta
194,3.6051135770910564e-05,0.7367947368421053
195,3.6051135770910564e-05,0.7894157894736843
196,3.6051135770910564e-05,0.8420368421052632
197,3.6051135770910564e-05,0.8946578947368421
198,3.6051135770910564e-05,0.9472789473684211
199,3.6051135770910564e-05,0.9999
200,6.934594282650142e-05,0.0001
201,6.934594282650142e-05,0.05272105263157895
202,6.934594282650142e-05,0.1053421052631579
203,6.934594282650142e-05,0.15796315789473683
204,6.934594282650142e-05,0.2105842105263158
205,6.934594282650142e-05,0.2632052631578947
206,6.934594282650142e-05,0.3158263157894737
207,6.934594282650142e-05,0.36844736842105263
208,6.934594282650142e-05,0.4210684210526316
209,6.934594282650142e-05,0.47368947368421055
210,6.934594282650142e-05,0.5263105263157895
211,6.934594282650142e-05,0.5789315789473685
212,6.934594282650142e-05,0.6315526315789474
213,6.934594282650142e-05,0.6841736842105264
214,6.934594282650142e-05,0.7367947368421053
215,6.934594282650142e-05,0.7894157894736843
216,6.934594282650142e-05,0.8420368421052632
217,6.934594282650142e-05,0.8946578947368421
218,6.934594282650142e-05,0.9472789473684211
219,6.934594282650142e-05,0.9999
220,0.00013338996632601647,0.0001
221,0.00013338996632601647,0.05272105263157895
222,0.00013338996632601647,0.1053421052631579
223,0.00013338996632601647,0.15796315789473683
224,0.00013338996632601647,0.2105842105263158
225,0.00013338996632601647,0.2632052631578947
226,0.00013338996632601647,0.3158263157894737
227,0.00013338996632601647,0.36844736842105263
228,0.00013338996632601647,0.4210684210526316
229,0.00013338996632601647,0.47368947368421055
230,0.00013338996632601647,0.5263105263157895
231,0.00013338996632601647,0.5789315789473685
232,0.00013338996632601647,0.6315526315789474
233,0.00013338996632601647,0.6841736842105264
234,0.00013338996632601647,0.7367947368421053
235,0.00013338996632601647,0.7894157894736843
236,0.00013338996632601647,0.8420368421052632
237,0.00013338996632601647,0.8946578947368421
238,0.00013338996632601647,0.9472789473684211
239,0.00013338996632601647,0.9999
240,0.00025658145799491584,0.0001
241,0.00025658145799491584,0.05272105263157895
242,0.00025658145799491584,0.1053421052631579
243,0.00025658145799491584,0.15796315789473683
244,0.00025658145799491584,0.2105842105263158
245,0.00025658145799491584,0.2632052631578947
246,0.00025658145799491584,0.3158263157894737
247,0.00025658145799491584,0.36844736842105263
248,0.00025658145799491584,0.4210684210526316
249,0.00025658145799491584,0.47368947368421055
250,0.00025658145799491584,0.5263105263157895
251,0.00025658145799491584,0.5789315789473685
252,0.00025658145799491584,0.6315526315789474
253,0.00025658145799491584,0.6841736842105264
254,0.00025658145799491584,0.7367947368421053
255,0.00025658145799491584,0.7894157894736843
256,0.00025658145799491584,0.8420368421052632
257,0.00025658145799491584,0.8946578947368421
258,0.00025658145799491584,0.9472789473684211
259,0.00025658145799491584,0.9999
260,0.0004935457021249465,0.0001
261,0.0004935457021249465,0.05272105263157895
262,0.0004935457021249465,0.1053421052631579
263,0.0004935457021249465,0.15796315789473683
264,0.0004935457021249465,0.2105842105263158
265,0.0004935457021249465,0.2632052631578947
266,0.0004935457021249465,0.3158263157894737
267,0.0004935457021249465,0.36844736842105263
268,0.0004935457021249465,0.4210684210526316
269,0.0004935457021249465,0.47368947368421055
270,0.0004935457021249465,0.5263105263157895
271,0.0004935457021249465,0.5789315789473685
272,0.0004935457021249465,0.6315526315789474
273,0.0004935457021249465,0.6841736842105264
274,0.0004935457021249465,0.7367947368421053
275,0.0004935457021249465,0.7894157894736843
276,0.0004935457021249465,0.8420368421052632
277,0.0004935457021249465,0.8946578947368421
278,0.0004935457021249465,0.9472789473684211
279,0.0004935457021249465,0.9999
280,0.0009493568318987145,0.0001
281,0.0009493568318987145,0.05272105263157895
282,0.0009493568318987145,0.1053421052631579
283,0.0009493568318987145,0.15796315789473683
284,0.0009493568318987145,0.2105842105263158
285,0.0009493568318987145,0.2632052631578947
286,0.0009493568318987145,0.3158263157894737
287,0.0009493568318987145,0.36844736842105263
288,0.0009493568318987145,0.4210684210526316
289,0.0009493568318987145,0.47368947368421055
290,0.0009493568318987145,0.5263105263157895
291,0.0009493568318987145,0.5789315789473685
292,0.0009493568318987145,0.6315526315789474
293,0.0009493568318987145,0.6841736842105264
294,0.0009493568318987145,0.7367947368421053
295,0.0009493568318987145,0.7894157894736843
296,0.0009493568318987145,0.8420368421052632
297,0.0009493568318987145,0.8946578947368421
298,0.0009493568318987145,0.9472789473684211
299,0.0009493568318987145,0.9999
300,0.0018261295567813384,0.0001
301,0.0018261295567813384,0.05272105263157895
302,0.0018261295567813384,0.1053421052631579
303,0.0018261295567813384,0.15796315789473683
304,0.0018261295567813384,0.2105842105263158
305,0.0018261295567813384,0.2632052631578947
306,0.0018261295567813384,0.3158263157894737
307,0.0018261295567813384,0.36844736842105263
308,0.0018261295567813384,0.4210684210526316
309,0.0018261295567813384,0.47368947368421055
310,0.0018261295567813384,0.5263105263157895
311,0.0018261295567813384,0.5789315789473685
312,0.0018261295567813384,0.6315526315789474
313,0.0018261295567813384,0.6841736842105264
314,0.0018261295567813384,0.7367947368421053
315,0.0018261295567813384,0.7894157894736843
316,0.0018261295567813384,0.8420368421052632
317,0.0018261295567813384,0.8946578947368421
318,0.0018261295567813384,0.9472789473684211
319,0.0018261295567813384,0.9999
320,0.003512640396215313,0.0001
321,0.003512640396215313,0.05272105263157895
322,0.003512640396215313,0.1053421052631579
323,0.003512640396215313,0.15796315789473683
324,0.003512640396215313,0.2105842105263158
325,0.003512640396215313,0.2632052631578947
326,0.003512640396215313,0.3158263157894737
327,0.003512640396215313,0.36844736842105263
328,0.003512640396215313,0.4210684210526316
329,0.003512640396215313,0.47368947368421055
330,0.003512640396215313,0.5263105263157895
331,0.003512640396215313,0.5789315789473685
332,0.003512640396215313,0.6315526315789474
333,0.003512640396215313,0.6841736842105264
334,0.003512640396215313,0.7367947368421053
335,0.003512640396215313,0.7894157894736843
336,0.003512640396215313,0.8420368421052632
337,0.003512640396215313,0.8946578947368421
338,0.003512640396215313,0.9472789473684211
339,0.003512640396215313,0.9999
340,0.006756718058313047,0.0001
341,0.006756718058313047,0.05272105263157895
342,0.006756718058313047,0.1053421052631579
343,0.006756718058313047,0.15796315789473683
344,0.006756718058313047,0.2105842105263158
345,0.006756718058313047,0.2632052631578947
346,0.006756718058313047,0.3158263157894737
347,0.006756718058313047,0.36844736842105263
348,0.006756718058313047,0.4210684210526316
349,0.006756718058313047,0.47368947368421055
350,0.006756718058313047,0.5263105263157895
351,0.006756718058313047,0.5789315789473685
352,0.006756718058313047,0.6315526315789474
353,0.006756718058313047,0.6841736842105264
354,0.006756718058313047,0.7367947368421053
355,0.006756718058313047,0.7894157894736843
356,0.006756718058313047,0.8420368421052632
357,0.006756718058313047,0.8946578947368421
358,0.006756718058313047,0.9472789473684211
359,0.006756718058313047,0.9999
360,0.012996843903726248,0.0001
361,0.012996843903726248,0.05272105263157895
362,0.012996843903726248,0.1053421052631579
363,0.012996843903726248,0.15796315789473683
364,0.012996843903726248,0.2105842105263158
365,0.012996843903726248,0.2632052631578947
366,0.012996843903726248,0.3158263157894737
367,0.012996843903726248,0.36844736842105263
368,0.012996843903726248,0.4210684210526316
369,0.012996843903726248,0.47368947368421055
370,0.012996843903726248,0.5263105263157895
371,0.012996843903726248,0.5789315789473685
372,0.012996843903726248,0.6315526315789474
373,0.012996843903726248,0.6841736842105264
374,0.012996843903726248,0.7367947368421053
375,0.012996843903726248,0.7894157894736843
376,0.012996843903726248,0.8420368421052632
377,0.012996843903726248,0.8946578947368421
378,0.012996843903726248,0.9472789473684211
379,0.012996843903726248,0.9999
380,0.025000000000000005,0.0001
381,0.025000000000000005,0.05272105263157895
382,0.025000000000000005,0.1053421052631579
383,0.025000000000000005,0.15796315789473683
384,0.025000000000000005,0.2105842105263158
385,0.025000000000000005,0.2632052631578947
386,0.025000000000000005,0.3158263157894737
387,0.025000000000000005,0.36844736842105263
388,0.025000000000000005,0.4210684210526316
389,0.025000000000000005,0.47368947368421055
390,0.025000000000000005,0.5263105263157895
391,0.025000000000000005,0.5789315789473685
392,0.025000000000000005,0.6315526315789474
393,0.025000000000000005,0.6841736842105264
394,0.025000000000000005,0.7367947368421053
395,0.025000000000000005,0.7894157894736843
396,0.025000000000000005,0.8420368421052632
397,0.025000000000000005,0.8946578947368421
398,0.025000000000000005,0.9472789473684211
399,0.025000000000000005,0.9999
